gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,Churn,Young,RevenuePerUser,TotalRevenue,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,InternetService_DSL,InternetService_Fiber optic,InternetService_No,ChurnProbabilities
0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,23.2,46.4,1,0,0,1,0,0,0,0,0,1,0.4273999337227116
1,0,1,1,56,1,1,1,1,0,0,0,1,0,0,67.5,3780.0,0,0,1,1,0,0,0,0,1,0,0.03577742507198137
1,0,0,1,13,1,0,0,0,0,1,0,1,0,0,63.0,819.0,1,0,0,0,1,0,0,1,0,0,0.7835120799182487
0,1,0,0,9,1,0,0,1,0,0,0,0,0,0,61.7,555.3000000000001,1,0,0,0,1,0,0,1,0,0,0.7614931088833741
1,0,1,1,7,0,1,0,1,1,0,1,0,0,0,70.2,491.40000000000003,0,0,1,0,1,0,0,0,1,0,0.14347028316970503
0,1,0,0,2,1,0,0,0,0,1,1,1,1,0,73.0,146.0,1,0,0,0,0,1,0,1,0,0,0.9278419496126421
1,0,0,0,41,1,0,1,0,1,1,0,1,0,0,73.5,3013.5,0,1,0,0,0,1,0,1,0,0,0.439535066866671
1,1,0,0,47,1,0,1,0,1,0,0,0,0,0,68.7,3228.9,0,0,1,1,0,0,0,0,1,0,0.05345018476149713
1,0,0,0,30,1,0,0,0,0,0,0,0,0,1,23.2,696.0,0,1,0,0,0,0,1,0,0,1,0.05916307009993701
1,1,0,0,35,1,0,0,1,0,1,1,1,1,0,76.5,2677.5,1,0,0,0,0,1,0,1,0,0,0.8340644295947184
0,0,0,0,54,0,1,0,0,1,0,1,0,0,0,66.7,3601.8,0,1,0,1,0,0,0,0,1,0,0.10212591380553841
1,1,0,0,17,1,0,0,1,0,1,1,1,1,0,76.5,1300.5,1,0,0,0,1,0,0,1,0,0,0.8437862548974552
1,0,1,1,72,1,0,1,1,1,1,1,0,0,0,90.2,6494.400000000001,0,0,1,0,1,0,0,1,0,0,0.122603361741684
1,0,1,0,24,1,1,0,0,1,0,1,1,0,0,76.5,1836.0,1,0,0,0,0,1,0,1,0,0,0.6697519079671508
0,0,0,0,37,1,1,0,0,0,1,0,0,0,0,69.7,2578.9,0,1,0,1,0,0,0,0,1,0,0.16829269160884594
0,0,1,1,48,1,0,0,0,0,0,0,0,0,0,23.2,1113.6,0,0,1,1,0,0,0,0,0,1,0.009348131001908377
0,0,0,0,69,1,0,0,1,1,1,1,0,0,0,84.7,5844.3,0,0,1,0,0,1,0,1,0,0,0.196584227837285
1,0,1,0,31,1,0,0,1,1,0,1,1,0,0,76.5,2371.5,1,0,0,0,1,0,0,0,1,0,0.3946881094471851
1,0,1,1,38,1,1,0,1,1,1,1,1,0,0,85.0,3230.0,0,0,1,1,0,0,0,0,1,0,0.09886772181782802
0,0,0,0,37,0,0,0,1,0,0,1,1,0,0,58.5,2164.5,1,0,0,0,1,0,0,0,1,0,0.48612991553128376
1,1,0,0,4,1,0,0,0,0,0,0,1,0,0,55.0,220.0,1,0,0,0,0,1,0,1,0,0,0.8949151151467396
0,0,1,0,46,1,0,1,0,1,1,1,1,0,0,83.5,3841.0,0,1,0,0,0,1,0,1,0,0,0.5122908980481938
1,0,0,0,21,1,0,0,0,0,0,0,0,0,1,23.2,487.2,1,0,0,0,0,0,1,0,0,1,0.1823384588240942
1,0,0,0,39,1,1,1,0,0,1,1,1,0,0,82.0,3198.0,1,0,0,0,0,1,0,1,0,0,0.7048245329061453
0,0,0,0,17,1,1,1,0,1,1,1,0,0,0,90.2,1533.4,0,1,0,0,1,0,0,0,1,0,0.20745609141145951
1,0,0,0,54,1,1,1,0,0,1,0,1,0,0,72.0,3888.0,0,0,1,1,0,0,0,0,1,0,0.06355911989164977
0,0,1,0,9,1,0,1,0,0,0,0,0,0,0,63.7,573.3000000000001,1,0,0,0,0,0,1,0,1,0,0.4681239617324466
0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,58.2,58.2,1,0,0,0,0,0,1,0,1,0,0.5906093885823336
1,0,1,0,3,1,0,0,1,1,0,0,1,0,0,63.5,190.5,1,0,0,0,0,0,1,0,1,0,0.5353818539725024
0,0,0,0,70,1,1,1,1,1,1,1,1,0,0,90.5,6335.0,0,0,1,0,1,0,0,1,0,0,0.13895909580746513
1,0,0,0,54,1,1,1,0,1,1,1,1,1,0,87.0,4698.0,0,1,0,0,1,0,0,1,0,0,0.3085628621070496
1,1,0,0,53,1,0,1,0,0,1,1,1,1,0,78.5,4160.5,1,0,0,0,0,1,0,1,0,0,0.7507440156160802
0,0,1,1,30,1,0,0,0,0,0,0,0,0,0,23.2,696.0,0,1,0,1,0,0,0,0,0,1,0.05733898629265404
1,1,0,0,48,1,0,1,0,0,1,1,1,0,0,78.5,3768.0,0,1,0,0,0,1,0,1,0,0,0.6195780393150766
1,0,1,1,62,1,0,0,0,0,0,0,0,0,0,23.2,1438.3999999999999,0,0,1,0,1,0,0,0,0,1,0.0037979820879200377
0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,55.0,55.0,1,0,0,0,0,0,1,0,1,0,0.6754398349464122
0,1,0,0,65,1,0,1,1,0,1,1,1,1,0,82.0,5330.0,0,1,0,0,0,1,0,1,0,0,0.5375012263088655
0,1,0,0,11,1,0,0,1,0,0,0,1,0,0,58.5,643.5,1,0,0,0,1,0,0,1,0,0,0.8081090675589924
1,0,1,1,66,1,0,0,0,0,0,0,1,0,0,20.0,1320.0,0,1,0,0,0,1,0,0,0,1,0.012273308690923255
0,1,0,0,3,1,0,1,0,0,0,0,1,1,0,60.5,181.5,1,0,0,0,0,1,0,1,0,0,0.8799191177982416
1,0,0,0,39,0,0,0,0,1,0,1,1,0,0,60.0,2340.0,1,0,0,0,0,1,0,0,1,0,0.4898388504237852
0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,50.2,200.8,1,0,0,0,0,0,1,0,1,0,0.5643164979044175
1,0,1,0,12,1,0,0,1,1,1,1,1,0,0,81.5,978.0,1,0,0,0,0,1,0,0,1,0,0.6631241133118005
0,0,1,1,32,0,1,1,0,0,0,0,1,0,0,49.0,1568.0,1,0,0,0,0,1,0,0,1,0,0.3960696355073462
0,0,0,0,24,1,0,0,1,0,1,1,1,1,0,76.5,1836.0,1,0,0,0,0,1,0,1,0,0,0.842676489826956
1,0,1,0,70,1,0,1,1,0,1,0,1,0,0,72.0,5040.0,0,1,0,1,0,0,0,1,0,0,0.2465249399663101
0,0,0,0,72,1,0,0,0,0,0,0,0,0,1,23.2,1670.3999999999999,0,0,1,0,1,0,0,0,0,1,0.002463427786264974
0,0,0,0,15,1,0,0,0,0,0,0,1,1,1,20.0,300.0,1,0,0,0,1,0,0,0,0,1,0.3174470338234269
0,0,1,1,17,1,1,1,0,0,1,1,0,0,0,85.2,1448.4,1,0,0,0,0,0,1,0,1,0,0.39860682012099063
0,0,0,0,8,1,1,0,0,1,1,1,1,1,0,81.5,652.0,1,0,0,1,0,0,0,1,0,0,0.7411653090587393
1,0,1,1,8,1,0,0,0,0,0,0,0,0,0,23.2,185.6,0,1,0,0,0,0,1,0,0,1,0.16721560761185847
1,0,1,0,25,0,0,0,1,0,1,0,1,0,0,53.5,1337.5,0,1,0,0,1,0,0,0,1,0,0.404616348490266
1,0,1,1,10,1,0,0,0,0,0,0,1,0,0,20.0,200.0,1,0,0,0,1,0,0,0,0,1,0.35063000507185293
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,23.2,23.2,1,0,0,0,0,0,1,0,0,1,0.4206728428356607
0,0,1,0,72,1,0,0,0,0,0,0,0,0,0,23.2,1670.3999999999999,0,0,1,0,1,0,0,0,0,1,0.002420021895486447
1,0,1,1,43,1,1,0,0,1,0,1,1,0,0,76.5,3289.5,0,1,0,0,1,0,0,0,1,0,0.1285375973845167
0,0,1,1,72,1,1,1,1,1,1,1,1,0,0,90.5,6516.0,0,0,1,1,0,0,0,0,1,0,0.055572045567113634
0,0,1,1,9,1,1,0,0,0,0,0,0,0,0,61.7,555.3000000000001,0,1,0,0,0,0,1,0,1,0,0.23193366118620687
1,0,1,0,50,1,0,0,0,1,1,1,0,0,0,81.2,4060.0,0,1,0,0,0,1,0,1,0,0,0.43150144698266707
0,0,1,1,69,1,1,1,0,1,1,0,0,0,0,80.2,5533.8,0,1,0,0,1,0,0,0,1,0,0.05208383486124502
1,0,0,1,15,1,1,0,1,0,0,1,0,0,0,78.2,1173.0,0,1,0,0,0,0,1,0,1,0,0.22120055899124152
0,1,0,0,26,1,0,0,1,0,0,1,0,0,0,74.7,1942.2,0,1,0,0,0,0,1,0,1,0,0.3122492417199235
0,0,1,1,35,1,0,0,0,0,0,0,1,0,0,20.0,700.0,1,0,0,0,0,1,0,0,0,1,0.14903729468175872
0,1,0,0,21,1,0,1,1,0,0,1,0,0,0,80.2,1684.2,0,1,0,1,0,0,0,0,1,0,0.3281587513492209
1,0,0,0,52,1,1,1,1,1,1,1,1,0,0,90.5,4706.0,0,0,1,0,0,0,1,0,1,0,0.07744594631137099
1,0,0,0,26,1,0,0,0,0,0,0,0,0,0,58.2,1513.2,1,0,0,0,0,1,0,0,1,0,0.4585747386025801
0,0,1,0,71,0,0,0,1,1,0,1,1,0,0,63.5,4508.5,0,0,1,0,0,1,0,0,1,0,0.06610755577500581
1,0,0,0,33,1,0,0,0,0,0,0,0,1,0,58.2,1920.6000000000001,1,0,0,0,0,1,0,1,0,0,0.6180129305929445
1,0,1,1,66,1,1,1,1,1,0,0,0,0,0,75.7,4996.2,0,0,1,0,0,0,1,0,1,0,0.01598248008687964
0,0,0,0,60,1,0,0,0,0,0,0,0,0,1,23.2,1392.0,0,0,1,1,0,0,0,0,0,1,0.005304493664787127
0,0,1,0,72,1,0,0,0,0,0,0,0,0,0,23.2,1670.3999999999999,0,0,1,1,0,0,0,0,0,1,0.002573154517701205
1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,66.2,66.2,1,0,0,0,0,1,0,1,0,0,0.8614411928162433
1,0,0,0,38,1,0,0,1,1,1,0,0,0,0,74.7,2838.6,0,1,0,1,0,0,0,1,0,0,0.3325649966200282
0,1,0,0,61,1,0,1,1,0,1,1,1,1,0,82.0,5002.0,0,1,0,0,1,0,0,1,0,0,0.463836026417235
0,0,1,0,17,1,1,0,0,0,0,0,0,0,0,61.7,1048.9,1,0,0,0,0,1,0,1,0,0,0.6663721271582661
1,0,0,0,46,1,0,0,0,0,0,0,0,0,0,58.2,2677.2000000000003,1,0,0,1,0,0,0,1,0,0,0.42107320368074896
0,0,0,0,5,1,1,0,0,0,0,0,1,0,0,58.5,292.5,1,0,0,0,0,1,0,0,1,0,0.6395288718069975
1,0,1,1,34,1,0,0,0,0,0,1,1,0,0,68.0,2312.0,0,1,0,1,0,0,0,1,0,0,0.48096069416312287
0,0,0,0,17,1,0,0,1,0,0,0,0,0,0,61.7,1048.9,1,0,0,1,0,0,0,1,0,0,0.6710948926441781
1,1,0,0,16,1,1,1,0,0,0,0,1,0,0,64.0,1024.0,1,0,0,1,0,0,0,0,1,0,0.47535478259272057
0,1,0,0,8,1,0,0,0,0,0,0,1,1,0,55.0,440.0,1,0,0,0,0,1,0,1,0,0,0.8813097183990894
1,0,1,0,48,1,1,1,1,0,1,1,1,0,0,85.5,4104.0,1,0,0,1,0,0,0,1,0,0,0.5878121435728645
0,0,1,1,60,0,1,0,1,1,1,1,0,0,0,80.2,4812.0,0,0,1,0,1,0,0,0,1,0,0.05716530334298922
0,0,0,0,25,1,1,1,0,0,0,0,1,1,0,64.0,1600.0,1,0,0,1,0,0,0,1,0,0,0.572981238273791
0,1,0,0,72,1,0,1,1,1,1,1,1,0,0,87.0,6264.0,0,0,1,1,0,0,0,1,0,0,0.21404042130757775
0,1,0,0,66,1,0,0,1,1,1,1,1,0,0,81.5,5379.0,0,1,0,0,1,0,0,1,0,0,0.38649599974627563
0,0,1,1,40,1,1,1,0,1,0,1,1,0,0,82.0,3280.0,1,0,0,0,0,0,1,0,1,0,0.2335727898113121
1,1,0,0,70,0,0,0,0,0,1,1,1,1,0,65.0,4550.0,0,1,0,0,0,1,0,0,1,0,0.29150248268067164
1,0,0,0,23,1,0,0,0,0,0,0,0,0,1,23.2,533.6,0,1,0,1,0,0,0,0,0,1,0.09387086601297649
1,1,0,0,37,1,0,0,0,0,1,0,1,1,0,63.0,2331.0,1,0,0,0,0,1,0,1,0,0,0.770231181500067
1,0,0,0,50,1,0,0,1,1,0,1,0,0,0,79.7,3985.0,0,0,1,1,0,0,0,0,1,0,0.0669090105367007
1,0,1,1,60,1,1,1,1,0,0,0,0,0,0,70.7,4242.0,0,0,1,1,0,0,0,0,1,0,0.024978753785136854
1,0,0,0,8,1,0,0,0,0,0,0,1,0,1,20.0,160.0,1,0,0,0,1,0,0,0,0,1,0.41180517506582737
1,1,0,0,43,1,0,1,1,0,1,1,1,1,0,82.0,3526.0,1,0,0,0,0,1,0,1,0,0,0.7932856205156213
1,0,0,0,10,1,1,0,0,1,1,0,0,0,0,74.7,747.0,1,0,0,1,0,0,0,0,1,0,0.3875230303147635
0,0,0,1,12,1,0,1,1,0,1,1,1,0,0,82.0,984.0,1,0,0,0,0,1,0,1,0,0,0.8435719278228526
1,0,0,0,37,1,0,0,0,0,0,0,1,0,0,55.0,2035.0,1,0,0,0,0,0,1,1,0,0,0.5548978772670868
1,0,1,1,55,1,0,1,0,1,0,0,0,0,0,68.7,3778.5,1,0,0,0,0,1,0,1,0,0,0.3275592251046777
0,0,1,1,57,1,1,0,1,1,0,0,1,0,0,67.0,3819.0,0,1,0,0,0,0,1,0,1,0,0.05747469859289451
1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,58.2,58.2,1,0,0,0,0,1,0,1,0,0,0.8402118620947119
1,1,0,0,13,1,0,0,0,0,1,1,1,1,0,73.0,949.0,1,0,0,0,0,1,0,1,0,0,0.903233845743678
0,0,0,0,43,1,0,1,1,1,1,1,0,0,0,90.2,3878.6,0,1,0,0,1,0,0,0,1,0,0.1913424235569583
1,0,0,1,61,1,0,0,0,0,0,0,0,0,0,23.2,1415.2,0,0,1,0,0,0,1,0,0,1,0.003981620824173864
0,0,1,1,3,1,0,1,1,0,1,0,1,0,0,72.0,216.0,1,0,0,1,0,0,0,0,1,0,0.6206853844801511
1,0,1,0,67,1,0,1,1,0,0,1,1,0,0,77.0,5159.0,0,0,1,0,0,1,0,1,0,0,0.2017318992778904
0,0,1,0,71,1,0,0,0,0,0,0,0,0,0,23.2,1647.2,0,0,1,0,0,0,1,0,0,1,0.0025048261270214805
1,0,1,1,58,1,1,1,1,1,0,0,0,0,0,75.7,4390.6,0,0,1,0,1,0,0,0,1,0,0.02004045877720102
1,0,1,1,22,1,0,0,1,1,1,1,1,0,0,81.5,1793.0,0,1,0,0,0,0,1,0,1,0,0.30907283964601046
1,0,0,1,57,1,1,1,1,1,1,1,0,0,0,93.7,5340.900000000001,0,0,1,0,0,0,1,0,1,0,0.050598030742804403
1,0,0,0,67,1,0,0,0,0,0,0,1,0,0,20.0,1340.0,0,0,1,0,0,0,1,0,0,1,0.003974226596068418
0,0,1,1,36,1,0,0,0,0,0,0,0,0,0,23.2,835.1999999999999,1,0,0,1,0,0,0,0,0,1,0.08171528022356836
1,0,1,1,72,1,1,1,0,1,1,0,0,0,0,80.2,5774.400000000001,0,0,1,1,0,0,0,0,1,0,0.023479225273988755
0,1,0,0,72,1,1,0,0,0,0,0,0,0,0,61.7,4442.400000000001,0,0,1,1,0,0,0,1,0,0,0.056094684957854815
0,0,0,0,25,1,1,0,0,1,1,1,1,0,0,81.5,2037.5,1,0,0,0,1,0,0,0,1,0,0.42812371654069076
0,0,1,0,12,0,0,0,1,0,1,1,1,0,0,68.5,822.0,1,0,0,1,0,0,0,0,1,0,0.7538328686001206
1,0,0,0,70,1,1,1,1,1,1,1,1,0,0,90.5,6335.0,0,0,1,1,0,0,0,1,0,0,0.14419988262334285
1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,55.0,55.0,1,0,0,0,0,1,0,1,0,0,0.8691553073516011
0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,80.0,80.0,1,0,0,0,0,1,0,1,0,0,0.8463408318455461
1,0,0,0,21,1,1,0,1,0,1,1,0,0,0,83.2,1747.2,1,0,0,0,0,0,1,1,0,0,0.651996140099789
0,0,1,1,62,1,1,0,0,0,1,1,1,0,0,76.5,4743.0,0,0,1,1,0,0,0,1,0,0,0.16819752411846822
0,0,0,0,22,1,0,1,1,0,1,0,0,0,0,75.2,1654.4,0,1,0,1,0,0,0,0,1,0,0.2755114860778198
0,0,0,0,65,1,0,1,1,0,1,0,1,0,0,72.0,4680.0,0,1,0,0,0,1,0,1,0,0,0.3486661165564821
0,0,0,0,38,1,0,0,0,0,0,0,0,0,1,23.2,881.6,0,1,0,0,0,0,1,0,0,1,0.03840825647603569
1,0,1,0,44,0,0,1,1,0,1,1,0,0,0,77.2,3396.8,0,0,1,1,0,0,0,0,1,0,0.14827843572365176
0,0,0,0,6,1,0,0,0,0,0,0,0,0,1,23.2,139.2,0,0,1,0,0,0,1,0,0,1,0.10599225053007884
1,0,1,0,67,1,1,1,0,1,0,1,1,0,0,82.0,5494.0,0,0,1,0,1,0,0,0,1,0,0.03973806588820996
1,0,0,0,2,1,0,0,0,0,1,0,0,1,0,66.2,132.4,1,0,0,0,0,1,0,1,0,0,0.8576065237420372
1,0,0,0,72,1,0,1,1,0,1,1,1,0,0,82.0,5904.0,0,1,0,0,0,1,0,1,0,0,0.43717812311977144
0,0,0,0,40,1,0,0,0,0,0,0,1,0,1,20.0,800.0,0,0,1,1,0,0,0,0,0,1,0.022619966750159492
0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,55.0,55.0,1,0,0,0,0,1,0,1,0,0,0.9069485513115368
1,1,0,0,11,1,0,0,0,0,0,0,1,0,0,55.0,605.0,1,0,0,0,0,1,0,1,0,0,0.8664488978468975
0,0,1,1,65,1,0,1,1,0,1,1,1,1,0,82.0,5330.0,1,0,0,0,0,1,0,1,0,0,0.6271195499468751
0,0,1,0,70,1,0,0,1,1,1,1,1,0,0,81.5,5705.0,0,0,1,1,0,0,0,1,0,0,0.17727093916254216
1,0,0,0,10,1,0,0,1,0,1,1,1,1,0,76.5,765.0,1,0,0,0,0,1,0,1,0,0,0.8821659908437766
0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,76.5,76.5,1,0,0,0,0,1,0,1,0,0,0.9235003804937815
1,0,1,1,41,1,0,0,0,0,0,0,0,0,0,23.2,951.1999999999999,0,1,0,1,0,0,0,0,0,1,0.030253463054347972
1,0,1,1,24,1,1,1,0,1,0,1,1,0,0,82.0,1968.0,1,0,0,0,1,0,0,0,1,0,0.30274372463250626
1,0,1,0,2,1,0,0,0,1,1,1,1,1,0,78.0,156.0,1,0,0,0,0,1,0,1,0,0,0.8688945329661157
0,0,1,1,4,1,0,0,0,0,0,0,0,0,0,23.2,92.8,1,0,0,0,0,0,1,0,0,1,0.3506093694120384
1,1,0,0,17,1,0,0,0,0,1,1,1,0,0,73.0,1241.0,1,0,0,0,0,1,0,1,0,0,0.893203542036211
1,0,1,1,68,1,0,0,0,0,0,0,0,0,0,23.2,1577.6,0,0,1,0,0,0,1,0,0,1,0.002603861197022299
1,0,0,0,4,1,0,0,0,0,1,1,1,1,0,73.0,292.0,1,0,0,0,0,1,0,1,0,0,0.9045111762106659
0,0,0,0,14,1,0,0,0,1,0,1,0,0,0,76.2,1066.8,0,1,0,0,1,0,0,0,1,0,0.2728045181496316
1,0,1,0,63,1,0,1,1,0,1,1,1,0,0,82.0,5166.0,1,0,0,0,0,1,0,1,0,0,0.6603390341946981
0,0,1,0,43,0,1,0,0,1,0,0,0,0,0,51.7,2223.1,1,0,0,1,0,0,0,0,1,0,0.17159319600706718
1,0,1,1,66,1,1,0,1,1,1,1,1,0,0,85.0,5610.0,0,0,1,0,0,0,1,0,1,0,0.05461048205347296
0,1,0,0,8,1,0,0,1,0,1,1,0,1,0,79.7,637.6,1,0,0,0,0,1,0,1,0,0,0.8767576710057945
1,0,0,0,4,1,0,0,0,0,0,0,0,0,1,23.2,92.8,1,0,0,0,0,0,1,0,0,1,0.37822295937007394
1,1,0,0,2,1,0,0,0,0,0,0,1,1,0,55.0,110.0,1,0,0,0,0,0,1,1,0,0,0.8597269623581765
1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,23.2,23.2,1,0,0,0,0,0,1,0,0,1,0.4206728428356607
0,0,1,0,9,0,0,0,1,0,1,1,1,1,0,68.5,616.5,1,0,0,0,0,1,0,0,1,0,0.8221114601101769
0,1,0,0,18,1,0,0,0,1,1,1,0,1,0,81.2,1461.6000000000001,1,0,0,1,0,0,0,1,0,0,0.7528378092664231
1,0,0,0,32,1,1,0,0,1,0,0,0,0,0,66.7,2134.4,1,0,0,1,0,0,0,1,0,0,0.38755052820850766
1,0,0,1,44,1,0,0,0,0,0,0,0,0,0,23.2,1020.8,0,0,1,1,0,0,0,0,0,1,0.011744221495527228
1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,40.0,40.0,1,0,0,0,0,1,0,0,1,0,0.8219341984818314
0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,23.2,23.2,1,0,0,0,0,0,1,0,0,1,0.42515946226271323
0,0,0,0,24,1,0,0,0,0,0,0,0,0,1,23.2,556.8,0,1,0,0,1,0,0,0,0,1,0.08553478310764709
1,0,1,0,50,0,1,0,0,1,1,0,1,0,0,58.5,2925.0,0,1,0,1,0,0,0,0,1,0,0.13053867707054517
0,0,0,0,51,1,0,1,1,1,1,1,1,0,0,87.0,4437.0,0,1,0,0,0,1,0,1,0,0,0.494626792559957
0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,55.0,165.0,1,0,0,0,0,1,0,1,0,0,0.8772746003713582
0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,66.7,66.7,1,0,0,0,0,1,0,0,1,0,0.45792507894091333
1,0,1,0,53,1,1,0,1,1,1,0,0,0,0,78.2,4144.6,0,1,0,1,0,0,0,0,1,0,0.08994300794506384
0,1,0,0,47,1,0,1,1,0,0,0,1,1,0,64.0,3008.0,1,0,0,1,0,0,0,1,0,0,0.5314654741596332
1,0,1,0,10,1,0,0,0,0,1,0,1,1,0,63.0,630.0,1,0,0,0,0,1,0,1,0,0,0.8672355918727571
0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,61.7,61.7,1,0,0,0,0,0,1,0,1,0,0.5357431404328834
0,1,0,0,40,1,0,0,1,1,1,1,1,0,0,81.5,3260.0,0,1,0,0,1,0,0,1,0,0,0.5278348741897276
0,0,0,0,61,1,0,0,1,0,0,1,0,0,0,74.7,4556.7,1,0,0,0,0,0,1,1,0,0,0.4242722908812575
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,58.2,58.2,1,0,0,0,0,0,1,0,1,0,0.5906093885823336
0,0,0,0,46,1,0,0,1,1,0,0,0,1,0,66.7,3068.2000000000003,0,0,1,0,1,0,0,0,1,0,0.04511051340597473
1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,55.0,55.0,1,0,0,0,0,1,0,1,0,0,0.8835219518156641
1,0,1,1,72,1,0,1,1,1,1,1,1,0,0,87.0,6264.0,0,0,1,1,0,0,0,1,0,0,0.15654501965827738
1,0,1,1,11,1,0,0,0,0,0,0,1,0,0,20.0,220.0,1,0,0,0,0,1,0,0,0,1,0.42673930215389333
0,0,1,1,25,1,0,0,0,0,0,0,0,0,0,23.2,580.0,0,0,1,0,0,0,1,0,0,1,0.03256092890261749
1,1,0,0,18,1,0,0,1,1,1,0,0,0,0,74.7,1344.6000000000001,1,0,0,1,0,0,0,1,0,0,0.6894977793141123
1,0,1,1,62,1,0,0,0,0,0,0,0,0,0,23.2,1438.3999999999999,0,0,1,1,0,0,0,0,0,1,0.004037955469444548
0,0,0,0,55,1,0,0,0,0,0,0,0,0,0,58.2,3201.0,0,1,0,1,0,0,0,0,1,0,0.09353959284508988
0,0,0,0,22,1,0,0,0,1,1,0,1,1,0,68.0,1496.0,1,0,0,0,0,1,0,1,0,0,0.76255529402599
0,0,1,0,55,1,0,1,1,0,1,0,1,0,0,72.0,3960.0,1,0,0,0,1,0,0,1,0,0,0.49887841664887583
1,0,0,0,28,1,0,1,0,0,1,1,0,0,0,81.7,2287.6,0,1,0,0,0,1,0,1,0,0,0.6042056859727839
1,1,0,0,3,0,0,0,1,0,0,1,1,1,0,58.5,175.5,1,0,0,0,0,1,0,0,1,0,0.856497872226106
1,0,0,0,62,0,1,1,1,1,0,0,1,0,0,57.5,3565.0,0,0,1,1,0,0,0,0,1,0,0.02639220602146423
1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,73.0,73.0,1,0,0,0,0,1,0,1,0,0,0.9113904131048729
1,0,0,0,13,1,0,0,0,0,0,0,0,0,1,23.2,301.59999999999997,0,0,1,0,1,0,0,0,0,1,0.07313971383539382
0,0,0,0,22,1,1,0,0,1,0,1,1,0,0,76.5,1683.0,1,0,0,0,0,1,0,1,0,0,0.6875694661311564
1,1,0,0,24,1,0,1,0,0,0,0,1,0,0,60.5,1452.0,1,0,0,0,0,1,0,1,0,0,0.7738884346678323
0,1,0,0,41,1,1,1,1,0,1,1,1,1,0,85.5,3505.5,1,0,0,0,0,1,0,1,0,0,0.7457039078715588
0,0,0,0,17,1,0,0,0,0,0,0,0,0,1,23.2,394.4,0,1,0,1,0,0,0,0,0,1,0.13070875377285218
0,0,0,0,5,0,0,1,0,0,1,1,1,0,0,70.5,352.5,1,0,0,0,1,0,0,0,1,0,0.7620157105596307
1,0,1,0,45,1,1,0,1,0,0,0,0,0,0,65.2,2934.0,0,0,1,0,1,0,0,0,1,0,0.04263732710368332
0,0,1,0,12,1,1,0,1,0,1,1,0,0,0,83.2,998.4000000000001,0,1,0,0,0,1,0,0,1,0,0.3987076121091838
1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,20.0,20.0,1,0,0,1,0,0,0,0,0,1,0.5330533435515098
0,0,1,1,60,1,0,0,0,0,0,0,1,0,0,20.0,1200.0,0,0,1,0,1,0,0,0,0,1,0.005561246182918723
0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,76.2,76.2,1,0,0,0,0,1,0,1,0,0,0.8789694148417091
0,0,0,1,4,1,0,0,1,1,1,1,1,1,0,81.5,326.0,1,0,0,1,0,0,0,1,0,0,0.7940538805177627
0,0,1,1,14,1,0,0,0,0,0,0,0,0,0,58.2,814.8000000000001,1,0,0,0,0,1,0,1,0,0,0.7439586398153102
0,0,0,0,51,1,0,0,0,0,0,0,1,0,0,20.0,1020.0,0,1,0,1,0,0,0,0,0,1,0.025539002599593644
0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,20.0,20.0,1,0,0,0,0,0,1,0,0,1,0.5161892540884933
0,0,1,1,23,1,1,1,0,1,0,0,0,0,0,72.2,1660.6000000000001,1,0,0,0,0,0,1,1,0,0,0.3745504665177644
0,0,0,0,72,1,0,1,1,1,1,1,0,0,0,90.2,6494.400000000001,0,0,1,1,0,0,0,0,1,0,0.06534782437636791
0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,23.2,23.2,1,0,0,0,0,0,1,0,0,1,0.42515946226271323
1,0,1,0,30,1,0,0,0,0,0,0,0,0,0,23.2,696.0,0,1,0,0,1,0,0,0,0,1,0.059536002040574604
1,0,1,1,69,1,1,1,1,0,0,0,1,0,0,67.5,4657.5,0,0,1,1,0,0,0,0,1,0,0.02421717824997833
